Number of clusters,Silhouette_mean (cosine),Silhouette_std (cosine),Silhouette_mean (euclidean),Silhouette_std (euclidean),DaviesBouldin_mean,DaviesBouldin_std,CalinskiHarabasz_mean,CalinskiHarabasz_std,ARI_mean,ARI_std,Inertia_mean,Inertia_std
2,0.8979605225230337,0.15618478606628441,0.7764064818363673,0.12746634812132043,0.3197718736354989,0.20270389627501353,1552.9809687329323,1261.1159688147163,0.9601387200865154,0.15117926285853048,194.2324548555411,21.03787269165968
3,0.7481933818359501,0.22527541230513784,0.6957979898435669,0.1103594826693383,0.43317388280886265,0.17412695138415316,1028.709661893432,590.1973129404992,0.9275583788112511,0.13353148848780122,187.12170889694934,22.22204738482684
4,0.6914435206981442,0.1891330396222313,0.6633985675080052,0.08690961835445568,0.47680600037693005,0.1357058752203042,806.7567349176128,341.0698160640311,0.9227765453242937,0.09998908806467396,184.22055864929433,20.817455321242225
5,0.620261825902141,0.1966553448025522,0.620399456981337,0.08593442780190186,0.538254666641838,0.13819631938939894,674.7305996902187,247.12492430948237,0.8913154152935033,0.11082627961758851,178.97244612325215,20.29476286760216
6,0.5610750491391601,0.17537586100814784,0.5913854579857688,0.07537987071430358,0.5751162389149451,0.1178567988453277,587.9881734187578,186.7189643482486,0.8533729539162443,0.1108171923651659,170.69069861924112,20.73981443279923
7,0.5361880010330915,0.14654737605677126,0.5731951346384632,0.06374661860298003,0.5955024031289835,0.10414293371432361,509.3248395258129,146.67323523225193,0.8443336318440245,0.10087363096564883,168.4212927310214,19.21836477779433
8,0.5005193044966881,0.13470863244620582,0.5635686384089262,0.0508140696358372,0.60213251556208,0.08292021106610716,457.1820959222048,110.06149497526664,0.8247522484777963,0.0880183965029299,164.37627663050043,18.75695873523125
9,0.4483787435996278,0.1362807598422957,0.5435650093320368,0.042909686955592954,0.6191411265872914,0.07108290146408675,418.9448783013683,100.65726293826124,0.7919587567927999,0.0810571465769197,158.569754835245,18.728984710346737
10,0.4201569456693212,0.13795846921547147,0.533954632272248,0.04302101734618597,0.6283965519617879,0.07118228643145665,389.55960877910604,87.44024603138483,0.7753950821581488,0.08139067533522175,153.39487704273606,18.74244762877712
