Number of clusters,Silhouette_mean (cosine),Silhouette_std (cosine),Silhouette_mean (euclidean),Silhouette_std (euclidean),DaviesBouldin_mean,DaviesBouldin_std,CalinskiHarabasz_mean,CalinskiHarabasz_std,ARI_mean,ARI_std
2,0.5369935641075688,0.0,0.34731924162697125,0.0,1.1576093769910614,0.0,31.342861193502774,0.0,1.0,0.0
3,0.46438267683402096,0.0,0.3010812734378033,0.0,1.249501242491128,0.0,26.10540036784406,0.0,1.0,0.0
4,0.37820426766401855,0.0,0.23279085583032297,0.0,1.4302422303291198,1.8129866073473578e-16,22.291369201985543,0.0,1.0,0.0
5,0.3583982614741073,0.0,0.22065658553859221,0.0,1.3819941770502997,2.220446049250313e-16,18.456344643648553,0.0,1.0,0.0
6,0.3293823281991229,0.0,0.20412828089521498,0.0,1.4304668622418415,0.0,17.922055238196318,0.0,1.0,0.0
7,0.3298297211360172,0.0,0.20343955895881116,0.0,1.385782140439822,0.0,16.070804677153976,2.0511601988091347e-15,1.0,0.0
8,0.3463389991078132,0.013602322187846579,0.21610178650234446,0.005010304265554257,1.2952736586523874,0.05181368067747583,16.45527892423581,0.21681381913537506,0.7852542293749268,0.08500951172785401
9,0.30917367215832176,0.007283754404704762,0.19354686691942544,0.005575312271973781,1.3004933668668783,0.011332576374001459,15.117056826587032,0.33713691758923725,0.7545178220588697,0.12445606941687662
10,0.328283805974839,0.017497149406195654,0.20692267099959885,0.010987757467508017,1.2089116576426235,0.03854665501107888,14.913973393858079,0.42854276802315633,0.7854233203050097,0.00894801895741878
